episode,reward,score,steps,epsilon,loss_mean,ma100_reward
516,7.35,9,75,0.0757,0.042414,6.7578
517,0.76,2,27,0.0753,0.037772,6.6575
518,2.85,4,20,0.0749,0.037363,6.6868
519,8.12,10,99,0.0745,0.037477,6.6922
520,12.91,15,125,0.0742,0.031991,6.7653
521,6.3,8,79,0.0738,0.033983,6.8014
522,10.3,12,83,0.0734,0.037774,6.8775
523,15.76,18,143,0.0731,0.033053,6.9527
524,0.94,2,9,0.0727,0.034583,6.8864
525,15.14,17,104,0.0723,0.037134,6.9741
526,5.66,7,42,0.072,0.032308,6.9499
527,13.5,16,167,0.0716,0.03284,7.0006
528,6.35,8,74,0.0712,0.037993,6.9353
529,16.99,19,121,0.0709,0.03918,7.0683
530,9.51,11,61,0.0705,0.042766,7.1161
531,5.24,7,84,0.0702,0.031576,7.0579
532,14.04,16,113,0.0698,0.042833,7.19
533,0.78,2,25,0.0695,0.037717,7.1892
534,11.25,13,89,0.0691,0.036545,7.302
535,2.8,4,25,0.0688,0.040382,7.3212
536,2.76,4,29,0.0684,0.024853,7.3024
537,12.85,15,131,0.0681,0.034965,7.301
538,5.61,7,47,0.0678,0.039395,7.2455
539,15.04,17,114,0.0674,0.039593,7.3501
540,8.52,10,59,0.0671,0.039008,7.4182
541,0.81,2,22,0.0668,0.033817,7.4368
542,4.73,6,34,0.0664,0.038612,7.4684
543,5.54,7,54,0.0661,0.0429,7.4975
544,18.1,21,212,0.0658,0.036568,7.5778
545,6.51,8,58,0.0654,0.040855,7.5674
546,1.96,3,8,0.0651,0.036948,7.5788
547,8.22,10,89,0.0648,0.040459,7.6141
548,11.24,13,90,0.0645,0.037293,7.5988
549,9.33,11,79,0.0641,0.037486,7.6567
550,12.71,15,145,0.0638,0.04256,7.7374
551,4.55,6,52,0.0635,0.035456,7.6895
552,4.8,6,27,0.0632,0.037064,7.5976
553,-0.11,1,13,0.0629,0.031743,7.5681
554,5.36,7,72,0.0625,0.03307,7.5007
555,11.05,13,109,0.0622,0.03785,7.5376
556,11.95,14,120,0.0619,0.042296,7.5932
557,15.38,18,181,0.0616,0.039954,7.7397
558,0.67,2,36,0.0613,0.040626,7.6995
559,-0.03,1,5,0.061,0.079026,7.6058
560,1.78,3,26,0.0607,0.043173,7.5519
561,7.42,9,68,0.0604,0.038408,7.4753
562,12.8,15,136,0.0601,0.035654,7.5583
563,8.34,10,77,0.0598,0.039441,7.6058
564,4.54,6,53,0.0595,0.043689,7.5957
565,10.02,12,111,0.0592,0.043474,7.6876
566,14.21,16,96,0.0589,0.037135,7.7837
567,11.05,13,109,0.0586,0.037683,7.8777
568,7.4,9,70,0.0583,0.038722,7.8885
569,15.8,18,139,0.058,0.036708,7.9527
570,15.84,18,135,0.0577,0.041684,8.0098
571,7.46,9,64,0.0574,0.040318,7.9909
572,9.21,11,91,0.0571,0.040092,8.0369
573,9.96,12,117,0.0569,0.038718,8.033
574,6.28,8,81,0.0566,0.039834,8.0964
575,5.67,7,41,0.0563,0.04444,8.0415
576,29.24,33,310,0.056,0.0399,8.2794
577,14.69,17,149,0.0557,0.040291,8.2772
578,19.33,22,190,0.0555,0.038035,8.3032
579,8.3,10,81,0.0552,0.043443,8.2459
580,5.56,7,52,0.0549,0.046396,8.2213
581,4.63,6,44,0.0546,0.045324,8.17
582,14.8,17,138,0.0544,0.036739,8.2816
583,-0.04,1,6,0.0541,0.039523,8.2723
584,18.35,21,187,0.0538,0.035586,8.4288
585,6.19,8,90,0.0535,0.043806,8.4542
586,5.8,7,28,0.0533,0.037718,8.5137
587,-1.05,0,6,0.053,0.075281,8.5043
588,11.93,14,122,0.0527,0.040505,8.5767
589,10.91,13,123,0.0525,0.039887,8.5069
590,18.75,21,147,0.0522,0.037023,8.6295
591,18.84,21,138,0.052,0.038999,8.8004
592,13.88,16,129,0.0517,0.042606,8.8632
593,11.92,14,123,0.0514,0.037073,8.8167
594,-0.06,1,8,0.0512,0.061189,8.7429
595,5.46,7,62,0.0509,0.045658,8.668
596,10.21,12,92,0.0507,0.03476,8.7252
597,6.51,8,58,0.0504,0.043856,8.7447
598,7.29,9,81,0.0502,0.038994,8.7537
599,18.36,21,186,0.0499,0.038942,8.8464
600,7.28,9,82,0.0497,0.040311,8.8204
601,11.4,13,74,0.0494,0.038441,8.8603
602,14.55,17,163,0.0492,0.040219,8.9491
603,16.54,19,166,0.0489,0.051837,9.0503
604,5.53,7,55,0.0487,0.043831,9.0399
605,22.14,25,212,0.0484,0.041442,9.1057
606,8.34,10,77,0.0482,0.050345,9.096
607,24.86,28,243,0.0479,0.044484,9.2839
608,9.17,11,95,0.0477,0.03911,9.193
609,1.85,3,19,0.0475,0.048217,9.1659
610,8.48,10,63,0.0472,0.048726,9.1766
611,9.19,11,93,0.047,0.049294,9.1686
612,6.45,8,64,0.0468,0.039486,9.1798
613,10.15,12,98,0.0465,0.042901,9.2728
614,19.49,22,174,0.0463,0.039466,9.3835
615,8.42,10,69,0.0461,0.044979,9.3552
616,5.73,7,35,0.0458,0.043097,9.339
617,7.32,9,78,0.0456,0.046849,9.4046
618,2.67,4,38,0.0454,0.03249,9.4028
619,8.16,10,95,0.0452,0.042633,9.4032
620,5.41,7,67,0.0449,0.046787,9.3282
621,11.32,13,82,0.0447,0.045777,9.3784
622,-0.22,1,24,0.0445,0.0335,9.2732
623,-0.16,1,18,0.0443,0.080702,9.114
624,1.9,3,14,0.044,0.081191,9.1236
625,-0.24,1,26,0.0438,0.049796,8.9698
626,13.07,15,109,0.0436,0.04458,9.0439
627,1.79,3,25,0.0434,0.052099,8.9268
628,21.34,24,191,0.0432,0.046821,9.0767
629,0.88,2,15,0.0429,0.048934,8.9156
630,1.93,3,11,0.0427,0.046255,8.8398
631,-0.04,1,6,0.0425,0.028606,8.787
632,8.36,10,75,0.0423,0.040927,8.7302
633,10.13,12,100,0.0421,0.044236,8.8237
634,1.8,3,24,0.0419,0.046871,8.7292
635,14.67,17,151,0.0417,0.043707,8.8479
636,17.56,20,165,0.0415,0.04964,8.9959
637,0.85,2,18,0.0413,0.053267,8.8759
638,5.56,7,52,0.041,0.0373,8.8754
639,25.2,29,310,0.0408,0.04477,8.977
640,20.26,23,198,0.0406,0.041258,9.0944
641,11.99,14,116,0.0404,0.047443,9.2062
642,24.29,27,199,0.0402,0.040431,9.4018
643,2.73,4,32,0.04,0.044461,9.3737
644,16.5,19,170,0.0398,0.043273,9.3577
645,1.67,3,37,0.0396,0.047676,9.3093
646,7.17,9,93,0.0394,0.051645,9.3614
647,12.86,15,130,0.0392,0.049702,9.4078
648,5.63,7,45,0.039,0.047958,9.3517
649,6.45,8,64,0.0388,0.046423,9.3229
650,21.83,25,243,0.0387,0.046422,9.4141
651,8.57,10,54,0.0385,0.049094,9.4543
652,11.22,13,92,0.0383,0.043695,9.5185
653,20.22,23,202,0.0381,0.049383,9.7218
654,3.69,5,37,0.0379,0.050641,9.7051
655,1.8,3,24,0.0377,0.065744,9.6126
656,20.68,24,257,0.0375,0.047329,9.6999
657,9.26,11,86,0.0373,0.047435,9.6387
658,5.71,7,37,0.0371,0.043641,9.6891
659,6.61,8,48,0.0369,0.041833,9.7555
660,10.15,12,98,0.0368,0.047411,9.8392
661,2.8,4,25,0.0366,0.054276,9.793
662,1.81,3,23,0.0364,0.057812,9.6831
663,16.0,18,119,0.0362,0.059742,9.7597
664,16.8,19,140,0.036,0.049966,9.8823
665,16.73,19,147,0.0359,0.054453,9.9494
666,10.04,12,109,0.0357,0.051611,9.9077
667,4.65,6,42,0.0355,0.038671,9.8437
668,11.04,13,110,0.0353,0.039731,9.8801
669,15.48,18,171,0.0351,0.047282,9.8769
670,10.55,12,58,0.035,0.043167,9.824
671,5.44,7,64,0.0348,0.047134,9.8038
672,4.74,6,33,0.0346,0.039961,9.7591
673,5.75,7,33,0.0344,0.061936,9.717
674,18.74,21,148,0.0343,0.05837,9.8416
675,8.25,10,86,0.0341,0.051995,9.8674
676,13.58,16,159,0.0339,0.056427,9.7108
677,19.63,22,160,0.0338,0.051403,9.7602
678,18.59,21,163,0.0336,0.046504,9.7528
679,17.66,20,155,0.0334,0.048276,9.8464
680,5.55,7,53,0.0333,0.067694,9.8463
681,10.13,12,100,0.0331,0.046962,9.9013
682,21.6,24,165,0.0329,0.05494,9.9693
683,9.3,11,82,0.0328,0.051398,10.0627
684,10.13,12,100,0.0326,0.057046,9.9805
685,35.29,39,311,0.0324,0.052764,10.2715
686,14.51,17,167,0.0323,0.0433,10.3586
687,4.49,6,58,0.0321,0.050834,10.414
688,6.38,8,71,0.0319,0.055427,10.3585
689,13.02,15,114,0.0318,0.048632,10.3796
690,3.76,5,30,0.0316,0.049812,10.2297
691,10.78,13,136,0.0315,0.053604,10.1491
692,5.54,7,54,0.0313,0.05445,10.0657
693,15.48,18,171,0.0312,0.047575,10.1013
694,16.9,19,130,0.031,0.047919,10.2709
695,11.85,14,130,0.0308,0.051614,10.3348
696,9.04,11,108,0.0307,0.050179,10.3231
697,16.89,19,131,0.0305,0.049162,10.4269
698,11.13,13,101,0.0304,0.051845,10.4653
699,9.36,11,76,0.0302,0.049995,10.3753
700,-1.04,0,5,0.0301,0.075986,10.2921
701,13.43,15,73,0.0299,0.038774,10.3124
702,24.34,28,295,0.0298,0.054481,10.4103
703,-0.14,1,16,0.0296,0.058846,10.2435
704,22.49,25,177,0.0295,0.052234,10.4131
705,15.01,17,117,0.0293,0.045178,10.3418
706,23.93,27,235,0.0292,0.047112,10.4977
707,0.82,2,21,0.029,0.03875,10.2573
708,9.23,11,89,0.0289,0.051704,10.2579
709,6.52,8,57,0.0288,0.055306,10.3046
710,16.75,19,145,0.0286,0.054184,10.3873
711,11.62,14,153,0.0285,0.047004,10.4116
712,15.69,18,150,0.0283,0.050034,10.504
713,6.33,8,76,0.0282,0.047484,10.4658
714,0.84,2,19,0.028,0.041309,10.2793
715,10.87,13,127,0.0279,0.050031,10.3038
716,9.1,11,102,0.0278,0.058268,10.3375
717,14.65,17,153,0.0276,0.052694,10.4108
718,19.3,22,193,0.0275,0.053792,10.5771
719,-0.08,1,10,0.0274,0.039983,10.4947
720,7.55,9,55,0.0272,0.05338,10.5161
721,8.11,10,100,0.0271,0.056306,10.484
722,10.09,12,104,0.0269,0.041646,10.5871
723,13.71,16,146,0.0268,0.061897,10.7258
724,0.81,2,22,0.0267,0.059167,10.7149
725,14.86,17,132,0.0265,0.048919,10.8659
726,13.87,16,130,0.0264,0.055234,10.8739
727,10.99,13,115,0.0263,0.0512,10.9659
728,17.02,20,219,0.0261,0.057928,10.9227
729,11.44,13,70,0.026,0.058453,11.0283
730,13.11,15,105,0.0259,0.052861,11.1401
731,9.45,11,67,0.0258,0.050292,11.235
732,15.7,18,149,0.0256,0.060163,11.3084
733,21.45,24,180,0.0255,0.05152,11.4216
734,11.98,14,117,0.0254,0.059665,11.5234
735,3.67,5,39,0.0252,0.06073,11.4134
736,23.38,27,290,0.0251,0.049074,11.4716
737,10.37,12,76,0.025,0.061983,11.5668
738,13.17,15,99,0.0249,0.050289,11.6429
739,7.41,9,69,0.0247,0.042675,11.465
740,1.82,3,22,0.0246,0.038416,11.2806
741,23.31,26,196,0.0245,0.051458,11.3938
742,1.85,3,19,0.0244,0.072778,11.1694
743,10.36,12,77,0.0243,0.050815,11.2457
744,12.9,15,126,0.0241,0.053828,11.2097
745,7.51,9,59,0.024,0.063789,11.2681
746,10.11,12,102,0.0239,0.05241,11.2975
747,9.34,11,78,0.0238,0.051478,11.2623
748,16.33,19,187,0.0237,0.055877,11.3693
749,13.04,15,112,0.0235,0.044835,11.4352
750,12.02,14,113,0.0234,0.058614,11.3371
751,18.24,21,198,0.0233,0.057003,11.4338
752,14.76,17,142,0.0232,0.065049,11.4692
753,15.45,18,174,0.0231,0.060818,11.4215
754,24.14,27,214,0.0229,0.068514,11.626
755,17.17,20,204,0.0228,0.06234,11.7797
756,12.13,14,102,0.0227,0.061787,11.6942
757,20.26,23,198,0.0226,0.064244,11.8042
758,8.26,10,85,0.0225,0.050782,11.8297
759,19.53,22,170,0.0224,0.069966,11.9589
760,6.64,8,45,0.0223,0.055512,11.9238
761,8.36,10,75,0.0222,0.073528,11.9794
762,21.19,24,206,0.022,0.066243,12.1732
763,25.09,28,220,0.0219,0.068061,12.2641
764,11.17,13,97,0.0218,0.057903,12.2078
765,2.66,4,39,0.0217,0.060367,12.0671
766,13.94,16,123,0.0216,0.058151,12.1061
767,5.49,7,59,0.0215,0.05126,12.1145
768,21.25,24,200,0.0214,0.058586,12.2166
769,13.9,16,127,0.0213,0.043322,12.2008
770,21.01,24,224,0.0212,0.072901,12.3054
771,5.51,7,57,0.0211,0.081458,12.3061
772,19.4,22,183,0.021,0.059943,12.4527
773,13.95,16,122,0.0209,0.066362,12.5347
774,14.76,17,142,0.0208,0.059492,12.4949
775,10.27,12,86,0.0207,0.059976,12.5151
776,11.15,13,99,0.0206,0.062745,12.4908
777,13.61,16,156,0.0205,0.072912,12.4306
778,11.16,13,98,0.0203,0.047327,12.3563
779,19.3,22,193,0.0202,0.061266,12.3727
780,17.69,20,152,0.0201,0.069474,12.4941
781,8.36,10,75,0.02,0.055239,12.4764
782,23.66,27,262,0.0199,0.056355,12.497
783,14.68,17,150,0.0198,0.061762,12.5508
784,23.03,26,224,0.0197,0.059084,12.6798
785,9.24,11,88,0.0196,0.064467,12.4193
786,18.54,21,168,0.0195,0.056043,12.4596
787,12.07,14,108,0.0195,0.070183,12.5354
788,16.27,19,193,0.0194,0.050749,12.6343
789,28.51,32,282,0.0193,0.062427,12.7892
790,25.15,29,315,0.0192,0.066012,13.0031
791,17.6,20,161,0.0191,0.060136,13.0713
792,5.59,7,49,0.019,0.062376,13.0718
793,4.66,6,41,0.0189,0.07051,12.9636
794,22.61,26,266,0.0188,0.06982,13.0207
795,21.98,25,228,0.0187,0.063283,13.122
796,12.0,14,115,0.0186,0.062239,13.1516
797,11.01,13,113,0.0185,0.068749,13.0928
798,26.18,29,212,0.0184,0.063905,13.2433
799,14.92,17,126,0.0183,0.056369,13.2989
800,18.09,21,213,0.0182,0.063752,13.4902
801,17.0,19,120,0.0181,0.070801,13.5259
802,10.19,12,94,0.018,0.061146,13.3844
803,6.6,8,49,0.018,0.0632,13.4518
804,13.98,16,119,0.0179,0.073735,13.3667
805,25.98,29,232,0.0178,0.067757,13.4764
806,11.07,13,107,0.0177,0.057852,13.3478
807,5.72,7,36,0.0176,0.056413,13.3968
808,7.4,9,70,0.0175,0.06061,13.3785
809,14.52,17,166,0.0174,0.066902,13.4585
810,10.97,13,117,0.0173,0.080453,13.4007
811,12.14,14,101,0.0172,0.061561,13.4059
812,8.26,10,85,0.0172,0.06601,13.3316
813,15.42,18,177,0.0171,0.063786,13.4225
814,15.61,18,158,0.017,0.065096,13.5702
815,15.73,18,146,0.0169,0.068221,13.6188
816,1.85,3,19,0.0168,0.06135,13.5463
817,10.12,12,101,0.0167,0.059878,13.501
818,9.29,11,83,0.0167,0.074235,13.4009
819,18.82,21,140,0.0166,0.068854,13.5899
820,17.53,20,168,0.0165,0.061775,13.6897
821,10.24,12,89,0.0164,0.058538,13.711
822,16.76,19,144,0.0163,0.073608,13.7777
823,-0.08,1,10,0.0162,0.092718,13.6398
824,5.64,7,44,0.0162,0.05915,13.6881
825,18.32,21,190,0.0161,0.07223,13.7227
826,15.73,18,146,0.016,0.069193,13.7413
827,14.58,17,160,0.0159,0.070362,13.7772
828,10.98,13,116,0.0158,0.077652,13.7168
829,26.23,30,308,0.0158,0.063134,13.8647
830,15.86,18,133,0.0157,0.066433,13.8922
831,12.11,14,104,0.0156,0.060616,13.9188
832,11.18,13,96,0.0155,0.086665,13.8736
833,13.93,16,124,0.0154,0.070345,13.7984
834,14.86,17,132,0.0154,0.074482,13.8272
835,18.62,21,160,0.0153,0.069918,13.9767
836,27.78,31,254,0.0152,0.085208,14.0207
837,19.44,22,179,0.0151,0.06668,14.1114
838,4.68,6,39,0.0151,0.067468,14.0265
839,13.98,16,119,0.015,0.06495,14.0922
840,16.44,19,176,0.0149,0.076287,14.2384
841,21.01,24,224,0.0148,0.080485,14.2154
842,18.24,21,198,0.0148,0.068691,14.3793
843,13.72,16,145,0.0147,0.068873,14.4129
844,12.12,14,103,0.0146,0.059124,14.4051
845,12.12,14,103,0.0145,0.071191,14.4512
846,9.22,11,90,0.0145,0.082376,14.4423
847,17.72,20,149,0.0144,0.081907,14.5261
848,1.8,3,24,0.0143,0.065576,14.3808
849,13.9,16,127,0.0143,0.072427,14.3894
850,17.65,20,156,0.0142,0.07948,14.4457
851,0.91,2,12,0.0141,0.0842,14.2724
852,24.19,27,209,0.014,0.075331,14.3667
853,14.11,16,106,0.014,0.079924,14.3533
854,18.54,21,168,0.0139,0.070706,14.2973
855,20.6,23,164,0.0138,0.070093,14.3316
856,5.53,7,55,0.0138,0.093743,14.2656
857,13.86,16,131,0.0137,0.07334,14.2016
858,5.59,7,49,0.0136,0.079557,14.1749
859,21.9,25,236,0.0136,0.077522,14.1986
860,17.87,20,134,0.0135,0.073506,14.3109
861,19.55,22,168,0.0134,0.072708,14.4228
862,17.16,20,205,0.0134,0.073842,14.3825
863,16.52,19,168,0.0133,0.085546,14.2968
864,21.13,24,212,0.0132,0.086522,14.3964
865,15.45,18,174,0.0132,0.080553,14.5243
866,17.79,20,142,0.0131,0.082099,14.5628
867,15.83,18,136,0.013,0.079982,14.6662
868,16.24,19,196,0.013,0.073062,14.6161
869,24.92,28,237,0.0129,0.077374,14.7263
870,9.29,11,83,0.0128,0.074835,14.6091
871,14.8,17,138,0.0128,0.071392,14.702
872,12.1,14,105,0.0127,0.096111,14.629
873,13.26,15,90,0.0126,0.077216,14.6221
874,6.61,8,48,0.0126,0.073153,14.5406
875,12.79,15,137,0.0125,0.076107,14.5658
876,4.69,6,38,0.0125,0.069478,14.5012
877,19.56,22,167,0.0124,0.075981,14.5607
878,23.06,26,221,0.0123,0.073421,14.6797
879,6.35,8,74,0.0123,0.081012,14.5502
880,7.43,9,67,0.0122,0.075207,14.4476
881,17.72,20,149,0.0121,0.079925,14.5412
882,5.7,7,38,0.0121,0.056365,14.3616
883,9.3,11,82,0.012,0.087631,14.3078
884,29.67,33,267,0.012,0.076001,14.3742
885,15.66,18,153,0.0119,0.08013,14.4384
886,14.05,16,112,0.0118,0.075779,14.3935
887,15.49,18,170,0.0118,0.088285,14.4277
888,12.04,14,111,0.0117,0.080478,14.3854
889,9.36,11,76,0.0117,0.09806,14.1939
890,-1.04,0,5,0.0116,0.059603,13.932
891,14.04,16,113,0.0115,0.081885,13.8964
892,14.7,17,148,0.0115,0.088855,13.9875
893,5.58,7,50,0.0114,0.088034,13.9967
894,6.54,8,55,0.0114,0.073656,13.836
895,15.51,18,168,0.0113,0.087055,13.7713
896,13.89,16,128,0.0113,0.084691,13.7902
897,11.33,13,81,0.0112,0.091671,13.7934
898,6.58,8,51,0.0112,0.094382,13.5974
899,11.98,14,117,0.0111,0.075934,13.568
900,13.97,16,120,0.011,0.083447,13.5268
901,21.05,24,220,0.011,0.079945,13.5673
902,10.36,12,77,0.0109,0.112203,13.569
903,15.74,18,145,0.0109,0.088079,13.6604
904,9.41,11,71,0.0108,0.09309,13.6147
905,15.89,18,130,0.0108,0.074759,13.5138
906,18.41,21,181,0.0107,0.075219,13.5872
907,19.82,23,242,0.0107,0.087355,13.7282
908,13.91,16,126,0.0106,0.082925,13.7933
909,5.74,7,34,0.0106,0.081844,13.7055
910,21.32,24,193,0.0105,0.077949,13.809
911,19.11,22,212,0.0104,0.090328,13.8787
912,18.28,21,194,0.0104,0.07363,13.9789
913,5.64,7,44,0.0103,0.112875,13.8811
914,7.38,9,72,0.0103,0.090883,13.7988
915,15.08,17,110,0.0102,0.089582,13.7923
916,23.51,26,176,0.0102,0.080022,14.0089
917,15.82,18,137,0.0101,0.07147,14.0659
918,12.86,15,130,0.0101,0.094847,14.1016
919,9.21,11,91,0.01,0.116078,14.0055
920,13.78,16,139,0.01,0.095694,13.968
921,23.29,26,198,0.01,0.090767,14.0985
922,6.52,8,57,0.01,0.088738,13.9961
923,11.01,13,113,0.01,0.106276,14.107
924,14.69,17,149,0.01,0.097044,14.1975
925,13.15,15,101,0.01,0.083782,14.1458
926,7.49,9,61,0.01,0.091475,14.0634
927,12.35,14,80,0.01,0.082338,14.0411
928,18.14,21,208,0.01,0.090622,14.1127
929,7.42,9,68,0.01,0.086821,13.9246
930,10.25,12,88,0.01,0.107854,13.8685
931,5.58,7,50,0.01,0.113428,13.8032
932,10.9,13,124,0.01,0.101579,13.8004
933,14.86,17,132,0.01,0.081039,13.8097
934,8.22,10,89,0.01,0.084873,13.7433
935,19.51,22,172,0.01,0.083524,13.7522
936,19.81,22,142,0.01,0.076021,13.6725
937,11.97,14,118,0.01,0.086811,13.5978
938,12.51,15,165,0.01,0.09117,13.6761
939,18.6,21,162,0.01,0.077695,13.7223
940,18.55,21,167,0.01,0.084801,13.7434
941,7.4,9,70,0.01,0.093604,13.6073
942,10.98,13,116,0.01,0.077622,13.5347
943,15.91,18,128,0.01,0.094171,13.5566
944,21.92,25,234,0.01,0.097674,13.6546
945,23.58,27,270,0.01,0.098328,13.7692
946,6.4,8,69,0.01,0.097014,13.741
947,8.36,10,75,0.01,0.109393,13.6474
948,21.22,24,203,0.01,0.096388,13.8416
949,14.84,17,134,0.01,0.092685,13.851
950,7.33,9,77,0.01,0.079367,13.7478
951,13.64,16,153,0.01,0.086979,13.8751
952,7.47,9,63,0.01,0.1015,13.7079
953,12.96,15,120,0.01,0.089159,13.6964
954,16.5,19,170,0.01,0.104927,13.676
955,1.78,3,26,0.01,0.072768,13.4878
956,10.21,12,92,0.01,0.105635,13.5346
957,24.69,28,260,0.01,0.086299,13.6429
958,20.1,23,214,0.01,0.093265,13.788
959,19.62,22,161,0.01,0.089056,13.7652
960,11.86,14,129,0.01,0.102285,13.7051
961,10.34,12,79,0.01,0.10219,13.613
962,17.84,20,137,0.01,0.100673,13.6198
963,21.83,25,243,0.01,0.092058,13.6729
964,24.58,28,271,0.01,0.089421,13.7074
965,21.86,25,240,0.01,0.099459,13.7715
966,17.69,20,152,0.01,0.090908,13.7705
967,15.62,18,157,0.01,0.09821,13.7684
968,7.48,9,62,0.01,0.100728,13.6808
969,16.41,19,179,0.01,0.098961,13.5957
970,8.23,10,88,0.01,0.084092,13.5851
971,13.72,16,145,0.01,0.085043,13.5743
972,17.53,20,168,0.01,0.093307,13.6286
973,16.69,19,151,0.01,0.095018,13.6629
974,9.15,11,97,0.01,0.084979,13.6883
975,21.83,25,243,0.01,0.102863,13.7787
976,15.54,18,165,0.01,0.094803,13.8872
977,8.12,10,99,0.01,0.102354,13.7728
978,15.54,18,165,0.01,0.095317,13.6976
979,17.14,20,207,0.01,0.094101,13.8055
980,16.38,19,182,0.01,0.089257,13.895
981,10.08,12,105,0.01,0.100926,13.8186
982,7.47,9,63,0.01,0.09749,13.8363
983,14.49,17,169,0.01,0.093888,13.8882
984,5.6,7,48,0.01,0.084917,13.6475
985,6.29,8,80,0.01,0.084754,13.5538
986,13.13,15,103,0.01,0.096996,13.5446
987,27.93,31,239,0.01,0.09553,13.669
988,12.66,15,150,0.01,0.096913,13.6752
989,14.4,17,178,0.01,0.107565,13.7256
990,10.48,12,65,0.01,0.101865,13.8408
991,25.5,29,280,0.01,0.106706,13.9554
992,10.31,12,82,0.01,0.079645,13.9115
993,24.88,28,241,0.01,0.104363,14.1045
994,13.02,15,114,0.01,0.097889,14.1693
995,12.01,14,114,0.01,0.10427,14.1343
996,14.75,17,143,0.01,0.106432,14.1429
997,21.26,24,199,0.01,0.098369,14.2422
998,14.0,16,117,0.01,0.097924,14.3164
999,14.07,16,110,0.01,0.100711,14.3373
1000,14.95,17,123,0.01,0.101699,14.3471
1001,20.5,23,174,0.01,0.097515,14.3416
1002,16.54,19,166,0.01,0.106036,14.4034
1003,10.05,12,108,0.01,0.069387,14.3465
1004,25.96,29,234,0.01,0.111014,14.512
1005,11.92,14,123,0.01,0.095357,14.4723
1006,23.16,26,211,0.01,0.097613,14.5198
1007,23.2,26,207,0.01,0.090492,14.5536
1008,3.76,5,30,0.01,0.112252,14.4521
1009,10.83,13,131,0.01,0.105591,14.503
